,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre
2424,PC,strategy,Might & Magic X: Legacy,71,,14,1
2425,PC,strategy,"Warhammer 40,000: Gladius - Relics of War",71,,14,1
2426,PC,strategy,Panzer General III: Scorched Earth,71,,14,1
2427,PC,strategy,Combat Command 2: Desert Rats,71,,14,1
2432,Switch,strategy,Swim Out,71,,19,1
2433,Switch,strategy,Phantom Doctrine,71,,19,1
2434,PC,strategy,SD Gundam G Generation Cross Rays,71,,14,1
2435,Switch,strategy,Thea: The Awakening,71,,19,1
2436,PC,strategy,Emergency: Fighters for Life,71,,14,1
2437,PC,strategy,World War III: Black Gold,71,,14,1
2438,Xbox 360,strategy,Guardians of Middle-Earth,71,,5,1
2440,PC,strategy,Warlock: Master of the Arcane,71,,14,1
2441,Xbox 360,strategy,Tropico 5,71,,5,1
2443,PC,strategy,Automachef,71,,14,1
2444,PC,strategy,The Kings' Crusade,71,,14,1
2446,PlayStation 4,strategy,RONIN,71,,15,1
2447,PC,strategy,Act of Aggression,71,,14,1
2449,PC,strategy,Legends of Eisenwald,71,,14,1
2451,3DS,strategy,Unholy Heights,71,,9,1
2452,Switch,strategy,Mutant Year Zero: Road to Eden - Deluxe Edition,71,,19,1
2453,PC,strategy,Zoo Tycoon: Marine Mania,71,,14,1
2454,PC,strategy,To End All Wars,71,,14,1
2455,PC,strategy,Cultist Simulator,71,,14,1
2456,Xbox One,strategy,Starpoint Gemini 2,71,,12,1
2457,PC,strategy,Not Tonight,71,,14,1
2458,PC,strategy,Battle Worlds: Kronos,71,,14,1
2459,PC,strategy,Through the Darkest of Times,71,,14,1
2462,PC,strategy,Transport Fever,71,,14,1
2463,Xbox One,strategy,Space Hulk: Tactics,71,,12,1
2465,PC,strategy,Fate of the Dragon,71,,14,1
2466,PC,strategy,RollerCoaster Tycoon 3: Wild!,71,,14,1
2467,PC,strategy,Masters of Anima,71,,14,1
2469,PC,strategy,Birth of America,71,,14,1
2470,PC,strategy,Halcyon 6: Starbase Commander,71,,14,1
2471,PC,strategy,ParaWorld,71,,14,1
2476,PC,strategy,Achtung Panzer: Kharkov 1943,70,,14,1
2477,PlayStation 4,strategy,Sheltered,70,,15,1
2478,PC,strategy,Parkasaurus,70,,14,1
2479,PC,strategy,Age of Empires Online,70,,14,1
2480,PC,strategy,Battle Isle: The Andosia War,70,,14,1
2481,PC,strategy,Romance of the Three Kingdoms XI,70,,14,1
2482,PC,strategy,Company of Heroes: Tales of Valor,70,,14,1
2483,PC,strategy,Land of Legends,70,,14,1
2484,PC,strategy,Air Command 3.0,70,,14,1
2486,PC,strategy,Desert Rats vs. Afrika Korps,70,,14,1
2487,Xbox One,strategy,Fable Fortune,70,,12,1
2488,PC,strategy,StarDrive 2,70,,14,1
2489,PC,strategy,Tiny Metal: Full Metal Rumble,70,,14,1
2490,PC,strategy,Vertex Dispenser,70,,14,1
2492,PlayStation Vita,strategy,New Little King's Story,70,,11,1
2494,PC,strategy,Warstone TD,70,,14,1
2495,PC,strategy,Thrillville: Off the Rails,70,,14,1
2496,PC,strategy,Leviathan: Warships,70,,14,1
2497,PC,strategy,Nobunaga's Ambition: Sphere of Influence,70,,14,1
2498,Wii,strategy,Thrillville: Off the Rails,70,,0,1
2499,PC,strategy,No Man's Land,70,,14,1
2500,PlayStation 4,strategy,Nobunaga's Ambition: Taishi,70,,15,1
2501,PlayStation 4,strategy,Regalia: Of Men and Monarchs - Royal Edition,70,,15,1
2502,PC,strategy,RONIN,70,,14,1
2503,PC,strategy,Chaos Overlords,70,,14,1
2505,PC,strategy,Gates of Troy,70,,14,1
2506,PC,strategy,Order of War: Challenge,70,,14,1
2512,PC,strategy,Dungeons 2,70,,14,1
2513,PC,strategy,Poltergeist: A Pixelated Horror,70,,14,1
2514,PC,strategy,A Druid's Duel,70,,14,1
2515,3DS,strategy,Mercenaries Saga 2: Order Of The Silver Eagle,70,,9,1
2516,PC,strategy,Planetbase,70,,14,1
2518,PlayStation 4,strategy,8-Bit Armies,70,,15,1
2519,Switch,strategy,God Wars The Complete Legend,70,,19,1
2521,Switch,strategy,Holy Potatoes! A Weapon Shop?!,70,,19,1
2523,Switch,strategy,Ancestors Legacy,70,,19,1
2524,PC,strategy,Kosmokrats,70,,14,1
2525,PC,strategy,Halo Wars 2,70,,14,1
2526,PC,strategy,Making History: The Calm and the Storm,70,,14,1
2527,PC,strategy,Spore Galactic Adventures,70,,14,1
2529,PC,strategy,Steel Soldiers,70,,14,1
2530,PC,strategy,Full Spectrum Warrior: Ten Hammers,70,,14,1
2531,PC,strategy,Democracy 3,70,,14,1
2532,PC,strategy,Anomaly Defenders,70,,14,1
2533,Switch,strategy,Banner of the Maid,70,,19,1
2534,Xbox One,strategy,Worms Battlegrounds,70,,12,1
2536,PC,strategy,Sudden Strike Forever,70,,14,1
2537,PC,strategy,Strategic Command: European Theater,70,,14,1
2539,PlayStation 4,strategy,Dynasty Warriors: Godseekers,70,,15,1
2540,PC,strategy,Starpoint Gemini 2,70,,14,1
2541,PlayStation 3,strategy,Vandal Hearts: Flames of Judgment,70,,1,1
2543,PC,strategy,Bravada,70,,14,1
2544,PlayStation 3,strategy,Rainbow Moon,70,,1,1
2545,Wii U,strategy,A World of Keflings,70,,6,1
2546,PlayStation 4,strategy,Rainbow Moon,70,,15,1
2547,PC,strategy,Taur,70,,14,1
2548,PC,strategy,Cities XL 2011,70,,14,1
2549,PC,strategy,Sudden Strike 4,70,,14,1
2550,3DS,strategy,Project X Zone,70,,9,1
2552,PC,strategy,Pride of Nations,70,,14,1
2553,PlayStation Vita,strategy,Rainbow Moon,70,,11,1
2554,PC,strategy,Outdoor Life: Sportsman's Challenge,70,,14,1
2555,PC,strategy,Fate of the World,70,,14,1
2556,Switch,strategy,Ambition of the Slimes,70,,19,1
2557,Switch,strategy,Megaquarium,70,,19,1
2558,Switch,strategy,Little Dragons Cafe,70,,19,1
2559,PC,strategy,Heroes of Might and Magic V: Tribes of the East,70,,14,1
2560,PC,strategy,Sengoku,70,,14,1
2562,PC,strategy,As Far As The Eye,70,,14,1
2563,PlayStation 3,strategy,Deception IV: Blood Ties,70,,1,1
2564,PC,strategy,World War II: Frontline Command,70,,14,1
2566,PC,strategy,Dawn of Andromeda,70,,14,1
2567,Xbox One,strategy,Planetbase,70,,12,1
2568,3DS,strategy,Code Name: S.T.E.A.M.,69,,9,1
2569,PC,strategy,Ironclad Tactics,69,,14,1
2570,PC,strategy,Halfway,69,,14,1
2573,PC,strategy,Supreme Ruler 2010,69,,14,1
2574,PC,strategy,Age of Sail II: Privateer's Bounty,69,,14,1
2576,PC,strategy,Poly Bridge 2,69,,14,1
2579,PC,strategy,Here Be Dragons,69,,14,1
2580,Xbox One,strategy,Tracks: The Train Set Game,69,,12,1
2581,PC,strategy,Ashes of the Singularity,69,,14,1
2582,PC,strategy,Age of Empires: Definitive Edition,69,,14,1
2584,PC,strategy,Panzer Tactics HD,69,,14,1
2585,PlayStation 4,strategy,Korix,69,,15,1
2587,PC,strategy,Sudden Strike,69,,14,1
2588,PC,strategy,Trade Empires,69,,14,1
2589,PC,strategy,Spring Break,69,,14,1
2590,PC,strategy,Neighbors from Hell,69,,14,1
2591,PC,strategy,Gratuitous Tank Battles,69,,14,1
2592,PC,strategy,"Warhammer 40,000: Sanctus Reach",69,,14,1
2593,PC,strategy,Black & White 2 - Battle of the Gods,69,,14,1
2595,PC,strategy,Mayan Death Robots,69,,14,1
2596,PC,strategy,Holy Potatoes! A Weapon Shop?!,69,,14,1
2597,PC,strategy,Banner of the Maid,69,,14,1
2598,Switch,strategy,Super Dragon Ball Heroes: World Mission,69,,19,1
2599,PC,strategy,Freaking Meatbags,69,,14,1
2600,PC,strategy,Rebel Cops,69,,14,1
2601,PlayStation 3,strategy,Under Siege,69,,1,1
2602,PlayStation 4,strategy,Deception IV: The Nightmare Princess,69,,15,1
2605,PlayStation Vita,strategy,Eufloria HD,69,,11,1
2607,PlayStation 3,strategy,Military Madness: Nectaris,69,,1,1
2609,Wii,strategy,Harvest Moon: Magical Melody,69,,0,1
2610,Switch,strategy,Tropico 6,69,,19,1
2611,Wii,strategy,Military Madness: Nectaris,69,,0,1
2614,PC,strategy,Jurassic World Evolution,69,,14,1
2617,Xbox One,strategy,CastleStorm: Definitive Edition,69,,12,1
2618,PC,strategy,Train Valley,69,,14,1
2619,PC,strategy,TransOcean 2: Rivals,69,,14,1
2620,Xbox One,strategy,Lock's Quest,69,,12,1
2621,Xbox One,strategy,Townsmen: A Kingdom Rebuilt,69,,12,1
2622,Switch,strategy,Unrailed!,69,,19,1
2625,PC,strategy,Star Hammer: The Vanguard Prophecy,69,,14,1
2626,PC,strategy,Tannenberg,69,,14,1
2627,PC,strategy,Chaos League: Sudden Death,69,,14,1
2628,PC,strategy,Magic: The Gathering - Duels of the Planeswalkers,69,,14,1
2629,PC,strategy,Order of War,69,,14,1
2630,PC,strategy,Valhalla Hills,69,,14,1
2634,Xbox One,strategy,Sheltered,69,,12,1
2635,PC,strategy,Megaquarium,69,,14,1
2636,PC,strategy,Overland,69,,14,1
2640,PC,strategy,Imperial Glory,69,,14,1
2643,PC,strategy,Domination,69,,14,1
2644,PlayStation Vita,strategy,Invizimals: The Alliance,69,,11,1
2645,PC,strategy,Armies of Exigo,69,,14,1
2646,PC,strategy,7 Grand Steps,69,,14,1
2647,PlayStation 3,strategy,Eiyuu Senki: The World Conquest,69,,1,1
2648,PC,strategy,Shadowhand,69,,14,1
2649,PC,strategy,Cossacks II: Battle for Europe,69,,14,1
2650,PlayStation 4,strategy,Romance of the Three Kingdoms XIV,69,,15,1
2651,PC,strategy,Cities XL,69,,14,1
2652,PC,strategy,Submarine Titans,69,,14,1
2655,PC,strategy,Fate of the World: Tipping Point,69,,14,1
2656,PC,strategy,Bloodsports.TV,69,,14,1
2657,PC,strategy,8-Bit Armies,69,,14,1
2658,Xbox 360,strategy,Band of Bugs,68,,5,1
2659,PC,strategy,Joint Task Force,68,,14,1
2660,PC,strategy,Tom Clancy's EndWar,68,,14,1
2661,PC,strategy,Empires Apart,68,,14,1
2662,Switch,strategy,Automachef,68,,19,1
2663,PC,strategy,The Falklands War: 1982,68,,14,1
2664,PC,strategy,Blackguards,68,,14,1
2665,PC,strategy,Tiny Metal,68,,14,1
2666,PC,strategy,Metal Fatigue,68,,14,1
2667,PC,strategy,Battlecruiser Millennium,68,,14,1
2668,PC,strategy,O.R.B.,68,,14,1
2669,PC,strategy,Magic: The Gathering - Battlegrounds,68,,14,1
2671,PC,strategy,Hearthstone: Heroes of Warcraft - Saviors of Uldum,68,,14,1
2673,Switch,strategy,Mercenaries Saga Chronicles,68,,19,1
2675,Xbox One,strategy,Zoo Tycoon,68,,12,1
2676,PC,strategy,Crown of Glory: Europe in the Age of Napoleon,68,,14,1
2677,PC,strategy,Shad'O,68,,14,1
2678,PC,strategy,Beware Planet Earth!,68,,14,1
2679,Switch,strategy,Broken Lines,68,,19,1
2680,PC,strategy,Drone Swarm,68,,14,1
2681,PlayStation 4,strategy,Utawarerumono: Mask of Deception,68,,15,1
2682,PC,strategy,Buccaneer: The Pursuit of Infamy,68,,14,1
2683,PC,strategy,Elven Legacy: Ranger,68,,14,1
2686,PC,strategy,NOVA-111,68,,14,1
2687,PC,strategy,Company of Crime,68,,14,1
2689,PC,strategy,Infinite Crisis,68,,14,1
2690,PC,strategy,WARTILE,68,,14,1
2691,Switch,strategy,Of Mice and Sand: Revised,68,,19,1
2693,PC,strategy,Sword of the Stars,68,,14,1
2694,PC,strategy,Men of War: Assault Squad 2,68,,14,1
2695,PC,strategy,Galcon Fusion,68,,14,1
2696,PC,strategy,"Warhammer 40,000: Armageddon",68,,14,1
2697,PlayStation 4,strategy,Space Hulk: Tactics,68,,15,1
2698,PC,strategy,Pathway,68,,14,1
2699,PC,strategy,Ultimate Ride,68,,14,1
2701,Xbox One,strategy,Space Engineers,68,,12,1
2702,Xbox 360,strategy,Vandal Hearts: Flames of Judgment,68,,5,1
2703,PC,strategy,Commander: Conquest of the Americas,68,,14,1
2706,PC,strategy,Blitzkrieg 3,68,,14,1
2707,PC,strategy,SPACECOM,68,,14,1
2708,PC,strategy,Rain of Reflections: Chapter 1,68,,14,1
2710,PC,strategy,UFO: Extraterrestrials,68,,14,1
2711,PC,strategy,Galactic Assault: Prisoner of Power,68,,14,1
2712,Switch,strategy,Immortal Realms: Vampire Wars,68,,19,1
2713,PC,strategy,Starship Troopers: Terran Ascendancy,68,,14,1
2714,3DS,strategy,Lord of Magna: Maiden Heaven,68,,9,1
2715,PC,strategy,Game Dev Tycoon,68,,14,1
2716,PC,strategy,Age of Empires II: HD Edition,68,,14,1
2717,Xbox One,strategy,Immortal Realms: Vampire Wars,68,,12,1
2718,PlayStation 4,strategy,Doraemon: Story of Seasons,68,,15,1
2719,PlayStation Vita,strategy,Hyperdevotion Noire: Goddess Black Heart,68,,11,1
2720,PC,strategy,Battlezone: Combat Commander,68,,14,1
2722,PC,strategy,Cubemen 2,68,,14,1
2723,Xbox 360,strategy,Planets Under Attack,68,,5,1
2724,Xbox One,strategy,Othercide,68,,12,1
2725,PC,strategy,Zoo Tycoon (2001),68,,14,1
2726,PC,strategy,Sudden Strike II,68,,14,1
2727,PC,strategy,Squad Assault: West Front,68,,14,1
2728,PlayStation 4,strategy,Numantia,68,,15,1
2729,Switch,strategy,Here Be Dragons,68,,19,1
2731,PC,strategy,Men of War: Vietnam,68,,14,1
2733,PC,strategy,The Masterplan,68,,14,1
2734,PC,strategy,Ancient Space,68,,14,1
2735,PlayStation 4,strategy,Jurassic World Evolution,68,,15,1
2736,PC,strategy,Space Empires V,68,,14,1
2740,PC,strategy,Pandora: First Contact,68,,14,1
2741,PlayStation 4,strategy,The Castle Game,68,,15,1
2743,PC,strategy,Spacejacked,68,,14,1
2744,3DS,strategy,Toy Defense,68,,9,1
2745,PC,strategy,Siege of Centauri,68,,14,1
2746,PlayStation 3,strategy,Record of Agarest War,67,,1,1
2747,Xbox One,strategy,Raiders of the Broken Planet,67,,12,1
2748,PC,strategy,Army Men: RTS,67,,14,1
2749,PC,strategy,UFO: Aftermath,67,,14,1
2750,PlayStation Vita,strategy,Invizimals: The Resistance,67,,11,1
2751,PC,strategy,Shattered Union,67,,14,1
2752,PlayStation Vita,strategy,Monster Monpiece,67,,11,1
2753,PC,strategy,Port Royale 4,67,,14,1
2754,PC,strategy,Oil Rush,67,,14,1
2755,PC,strategy,La Grande Armee at Austerlitz,67,,14,1
2756,PC,strategy,The Lord of the Rings: War of the Ring,67,,14,1
2759,PlayStation Vita,strategy,Deception IV: Blood Ties,67,,11,1
2760,PC,strategy,Fantasy Wars,67,,14,1
2763,PC,strategy,Patrician IV: Rise of a Dynasty,67,,14,1
2764,Switch,strategy,Cities: Skylines - Nintendo Switch Edition,67,,19,1
2765,PlayStation Vita,strategy,Worms Revolution Extreme,67,,11,1
2767,Xbox One,strategy,Phantom Doctrine,67,,12,1
2769,PC,strategy,Megamagic: Wizards of the Neon Age,67,,14,1
2770,PlayStation 4,strategy,Port Royale 4,67,,15,1
2771,Switch,strategy,Masquerada: Songs and Shadows,67,,19,1
2772,PC,strategy,Heroes Chronicles: Warlords of the Wasteland,67,,14,1
2774,PC,strategy,UFO: Aftershock,67,,14,1
2775,PC,strategy,Might & Magic: Heroes VII,67,,14,1
2776,PC,strategy,Skyshine's Bedlam,67,,14,1
2777,PC,strategy,Codename Panzers: Cold War,67,,14,1
2778,Wii,strategy,Defendin' DePenguin,67,,0,1
2781,PC,strategy,Total War: Three Kingdoms - Eight Princes,67,,14,1
2782,PlayStation 4,strategy,Good Goliath,67,,15,1
2783,PlayStation 4,strategy,Romance of the Three Kingdoms XIII,67,,15,1
2784,PC,strategy,"Warhammer 40,000: Inquisitor - Martyr",67,,14,1
2785,Wii,strategy,SimCity Creator,67,,0,1
2786,PC,strategy,Weedcraft Inc,67,,14,1
2787,PC,strategy,Zoo Tycoon: Dinosaur Digs,67,,14,1
2792,PC,strategy,CivCity: Rome,67,,14,1
2793,PC,strategy,Champions of Anteria,67,,14,1
2795,PC,strategy,Project Earth: Starmageddon,67,,14,1
2796,PlayStation Vita,strategy,Uncharted: Fight for Fortune,67,,11,1
2797,PC,strategy,Tycoon City: New York,67,,14,1
2798,PC,strategy,The Banner Saga: Factions,67,,14,1
2799,PC,strategy,Help Will Come Tomorrow,67,,14,1
2800,PC,strategy,Earth 2150: Lost Souls,67,,14,1
2805,PC,strategy,The Dark Crystal: Age of Resistance Tactics,67,,14,1
2806,PC,strategy,Pacific Storm,67,,14,1
2807,PC,strategy,Faces of War,67,,14,1
2808,PC,strategy,Age of Mythology: Extended Edition,66,,14,1
2809,PC,strategy,Tahira: Echoes of the Astral Empire,66,,14,1
2810,PC,strategy,Heroes of Might and Magic V: Hammers of Fate,66,,14,1
2811,PC,strategy,Last Days of Old Earth,66,,14,1
2812,PC,strategy,City Life 2008 Edition,66,,14,1
2813,PC,strategy,Glory of the Roman Empire,66,,14,1
2814,PlayStation 4,strategy,Ironclad Tactics,66,,15,1
2815,PC,strategy,Far Gate,66,,14,1
2816,PlayStation Vita,strategy,Desert Ashes,66,,11,1
2818,PC,strategy,Ogre,66,,14,1
2819,PlayStation 4,strategy,Immortal Realms: Vampire Wars,66,,15,1
2820,PC,strategy,Theatre of War,66,,14,1
2821,PC,strategy,Desperados 2: Cooper's Revenge,66,,14,1
2824,PC,strategy,Rise of Venice,66,,14,1
2827,PC,strategy,The Star and the Crescent,66,,14,1
2828,PC,strategy,Total Tank Simulator,66,,14,1
2829,PC,strategy,Deck of Ashes,66,,14,1
2830,Xbox 360,strategy,Universe at War: Earth Assault,66,,5,1
2831,PC,strategy,The Settlers: Rise of an Empire,66,,14,1
2832,PC,strategy,Patrician IV: Conquest by Trade,66,,14,1
2833,PC,strategy,King Arthur II: The Role-Playing Wargame,66,,14,1
2834,Xbox 360,strategy,Death Tank,66,,5,1
2835,PC,strategy,Galactic Civilizations III: Mercenaries,66,,14,1
2839,PC,strategy,Worms Ultimate Mayhem,66,,14,1
2840,Xbox One,strategy,Attack of the Earthlings,66,,12,1
2843,Switch,strategy,Tiny Metal,66,,19,1
2844,PC,strategy,Hegemony: Philip of Macedon,66,,14,1
2845,PC,strategy,Battleplan: American Civil War,66,,14,1
2847,PlayStation Vita,strategy,Destiny of Spirits,66,,11,1
2848,PC,strategy,Might & Magic: Heroes VI - Shades of Darkness,66,,14,1
2849,PC,strategy,Combat Command 2: Danger Forward!,66,,14,1
2850,PC,strategy,Legacy Online,66,,14,1
2851,PC,strategy,American Conquest: Fight Back,66,,14,1
2852,PC,strategy,Medieval Conquest,66,,14,1
2855,PC,strategy,Rogue State,66,,14,1
2856,Switch,strategy,Warborn,66,,19,1
2857,Wii,strategy,Harvest Moon: Tree of Tranquility,65,,0,1
2858,PC,strategy,Stronghold: Crusader II,65,,14,1
2859,PlayStation 4,strategy,Ash of Gods: Redemption,65,,15,1
2861,PC,strategy,Hearts of Iron III: Semper Fi,65,,14,1
2862,Xbox 360,strategy,Military Madness: Nectaris,65,,5,1
2863,PC,strategy,Prime World,65,,14,1
2864,PC,strategy,Hinterland,65,,14,1
2865,PC,strategy,Ash of Gods: Redemption,65,,14,1
2866,PC,strategy,Star Trek: Armada II,65,,14,1
2867,PC,strategy,Casino Empire,65,,14,1
2870,PC,strategy,Legion Arena,65,,14,1
2871,PC,strategy,Squad Assault: Second Wave,65,,14,1
2872,PC,strategy,Dungeons,65,,14,1
2873,Xbox 360,strategy,Elements of Destruction,65,,5,1
2874,PlayStation 4,strategy,Dino Frontier,65,,15,1
2876,PC,strategy,Wildlife Zoo,65,,14,1
2878,PC,strategy,Supreme Ruler 2020,65,,14,1
2879,PC,strategy,Heroes of Might & Magic III - HD Edition,65,,14,1
2880,PC,strategy,The Nations,65,,14,1
2881,PC,strategy,Heroes of Annihilated Empires,65,,14,1
2882,PC,strategy,Grotesque Tactics: Evil Heroes,65,,14,1
2884,PC,strategy,"I, Zombie",65,,14,1
2885,PC,strategy,Lethis - Path of Progress,65,,14,1
2886,PC,strategy,Hyperdevotion Noire: Goddess Black Heart,65,,14,1
2887,Xbox One,strategy,Battle Worlds: Kronos,65,,12,1
2888,Xbox One,strategy,Reus,65,,12,1
2889,PlayStation 4,strategy,Alchemic Jousts,65,,15,1
2890,PC,strategy,Galaxy of Pen & Paper,65,,14,1
2891,PC,strategy,Crusader Kings II: Jade Dragon,65,,14,1
2892,PC,strategy,Gleaner Heights,65,,14,1
2893,PlayStation 4,strategy,Achtung! Cthulhu Tactics,65,,15,1
2894,PC,strategy,Jurassic World Evolution: The Secrets of Dr. Wu,65,,14,1
2895,Switch,strategy,Anthill,65,,19,1
2896,PC,strategy,Might & Magic: Chess Royale,65,,14,1
2897,Wii,strategy,Defend Your Castle,65,,0,1
2898,PlayStation 4,strategy,"Warhammer 40,000: Inquisitor - Martyr",65,,15,1
2899,PlayStation 3,strategy,Tears to Tiara II: Heir of the Overlord,65,,1,1
2900,PC,strategy,Aven Colony,65,,14,1
2901,PC,strategy,Warhammer: Mark of Chaos - Battle March,65,,14,1
2902,PC,strategy,Disciples II: Servants of the Dark,65,,14,1
2904,PC,strategy,Axis & Allies,65,,14,1
2905,PlayStation 4,strategy,Ray's the Dead,65,,15,1
2906,PC,strategy,Radio Commander,65,,14,1
2907,PC,strategy,"War, the Game",65,,14,1
2908,PlayStation 4,strategy,Birthdays the Beginning,65,,15,1
2909,PC,strategy,Sword of the Stars II: Lords of Winter (Enhanced Edition),65,,14,1
2910,Xbox One,strategy,Bad North,65,,12,1
2911,PC,strategy,S.W.I.N.E.,65,,14,1
2912,PC,strategy,Lords of the Realm III,65,,14,1
2913,PC,strategy,Helldorado,65,,14,1
2915,PC,strategy,War for the Overworld,65,,14,1
2916,PlayStation 4,strategy,Smash Hit Plunder,65,,15,1
2918,PC,strategy,Naval War: Arctic Circle,64,,14,1
2921,PlayStation 4,strategy,Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,64,,15,1
2922,PC,strategy,Master of Orion 3,64,,14,1
2923,PC,strategy,Jagged Alliance 2: Unfinished Business,64,,14,1
2924,PC,strategy,Heroes of Might and Magic IV: The Gathering Storm,64,,14,1
2925,Wii,strategy,Worms: A Space Oddity,64,,0,1
2926,PlayStation 3,strategy,Tokyo Twilight Ghost Hunters,64,,1,1
2927,PC,strategy,Legions of Steel,64,,14,1
2928,PlayStation 3,strategy,Tiny Token Empires,64,,1,1
2929,PC,strategy,Heroes Chronicles: Conquest of the Underworld,64,,14,1
2930,PC,strategy,Star Trek Away Team,64,,14,1
2931,PlayStation Vita,strategy,Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,64,,11,1
2932,PC,strategy,Rise & Fall: Civilizations at War,64,,14,1
2933,Xbox 360,strategy,Magic: Duels of the Planeswalkers 2015,64,,5,1
2934,PC,strategy,Warrior Kings: Battles,64,,14,1
2935,PC,strategy,Strategic Command 2 Blitzkrieg,64,,14,1
2936,PC,strategy,J.U.L.I.A.,64,,14,1
2938,Xbox One,strategy,Necromunda: Underhive Wars,64,,12,1
2939,PC,strategy,Command & Conquer: Red Alert 3 - Uprising,64,,14,1
2943,PC,strategy,Corruption 2029,64,,14,1
2944,PC,strategy,Masquerada: Songs and Shadows,64,,14,1
2945,Xbox One,strategy,Jagged Alliance: Rage!,64,,12,1
2946,Wii,strategy,Sid Meier's Pirates!,64,,0,1
2947,PC,strategy,SimCity,64,,14,1
2949,PC,strategy,Restaurant Empire II,64,,14,1
2950,PC,strategy,Skyward Collapse,64,,14,1
2951,PlayStation 4,strategy,Grand Ages: Medieval,64,,15,1
2952,Xbox One,strategy,Kaiju Panic,64,,12,1
2953,PC,strategy,Sid Meier's Starships,64,,14,1
2954,PC,strategy,Zoo Tycoon 2: Endangered Species,64,,14,1
2955,PC,strategy,Star Trek: Deep Space Nine: Dominion Wars,64,,14,1
2956,Switch,strategy,Townsmen: A Kingdom Rebuilt,64,,19,1
2957,PC,strategy,Command & Conquer 4: Tiberian Twilight,64,,14,1
2958,Switch,strategy,Mercenaries Wings: The False Phoenix,64,,19,1
2961,PC,strategy,Officers,64,,14,1
2963,Switch,strategy,"I, Zombie",64,,19,1
2968,PC,strategy,Supreme Ruler: Cold War,63,,14,1
2969,Wii U,strategy,Cubemen 2,63,,6,1
2972,PlayStation 4,strategy,Insane Robots,63,,15,1
2973,PC,strategy,Theatre of War 2: Africa 1943,63,,14,1
2974,PC,strategy,WorldShift,63,,14,1
2976,PC,strategy,Disciples III: Resurrection,63,,14,1
2977,Xbox One,strategy,Narcos: Rise of the Cartels,63,,12,1
2978,Xbox One,strategy,Neighbours back From Hell,63,,12,1
2979,PC,strategy,Eufloria,63,,14,1
2980,PC,strategy,Fable Fortune,63,,14,1
2981,3DS,strategy,Harvest Moon 3D: The Tale of Two Towns,63,,9,1
2982,PlayStation 4,strategy,Beholder: Complete Edition,63,,15,1
2983,PC,strategy,Imperium Romanum,63,,14,1
