,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre,score8
3829,Xbox 360,third-person,Spec Ops: The Line,76,,5,2,0
3830,Wii,third-person,Endless Ocean: Blue World,76,,0,2,0
3831,Switch,third-person,Last Day of June,76,,19,2,0
3832,Switch,third-person,Morphies Law: Remorphed,76,,19,2,0
3833,PC,third-person,Bone: The Great Cow Race,76,,14,2,0
3834,PC,third-person,Earth Defense Force 5,76,,14,2,0
3837,PlayStation 3,third-person,Back to the Future: The Game - Episode III: Citizen Brown,76,,1,2,0
3839,PlayStation 4,third-person,L.A. Noire,76,,15,2,0
3840,Switch,third-person,Syberia,76,,19,2,0
3841,Xbox One,third-person,World of Tanks,76,,12,2,0
3842,Xbox 360,third-person,The Club,76,,5,2,0
3843,PC,third-person,Spec Ops: The Line,76,,14,2,0
3844,Xbox One,third-person,Plants vs. Zombies: Battle for Neighborville,76,,12,2,0
3845,Wii U,third-person,Octodad: Dadliest Catch,76,,6,2,0
3846,PC,third-person,The Stillness of the Wind,76,,14,2,0
3847,PlayStation 3,third-person,Burn Zombie Burn,76,,1,2,0
3848,PlayStation 4,third-person,LawBreakers,76,,15,2,0
3851,Xbox 360,third-person,Spider-Man: Shattered Dimensions,76,,5,2,0
3852,PC,third-person,Beyond: Two Souls,76,,14,2,0
3853,Xbox One,third-person,Plants vs Zombies: Garden Warfare,76,,12,2,0
3854,Xbox One,third-person,Hunt: Showdown,76,,12,2,0
3856,PC,third-person,Broken Age,76,,14,2,0
3857,PlayStation 4,third-person,The Walking Dead: Michonne - Episode 3: What We Deserve,76,,15,2,0
3858,Switch,third-person,Pode,76,,19,2,0
3861,Xbox 360,third-person,"Warhammer 40,000: Space Marine",76,,5,2,0
3862,Xbox 360,third-person,RoboBlitz,76,,5,2,0
3863,PC,third-person,Sam & Max: The Devil's Playhouse - Episode 4: Beyond the Alley of the Dolls,76,,14,2,0
3864,PlayStation 3,third-person,Dead Space 3,76,,1,2,0
3865,PC,third-person,Sniper Elite,76,,14,2,0
3867,PC,third-person,Super Monday Night Combat,76,,14,2,0
3870,Xbox One,third-person,Strange Brigade,75,,12,2,0
3871,PlayStation 3,third-person,Back to the Future: The Game - Episode I: It's About Time,75,,1,2,0
3872,PlayStation 4,third-person,Plants vs Zombies: Garden Warfare,75,,15,2,0
3874,Xbox 360,third-person,Sam & Max: Beyond Time and Space,75,,5,2,0
3875,PC,third-person,Black Mirror III: Final Fear,75,,14,2,0
3876,PC,third-person,Red Faction: Armageddon,75,,14,2,0
3877,PlayStation 3,third-person,Heavy Rain Chronicles Episode 1: The Taxidermist,75,,1,2,0
3878,PC,third-person,Last Day of June,75,,14,2,0
3879,PC,third-person,Back to the Future: The Game - Episode V: OUTATIME,75,,14,2,0
3880,PC,third-person,Dreamfall: The Longest Journey,75,,14,2,0
3881,PlayStation 4,third-person,Etherborn,75,,15,2,0
3883,PC,third-person,Two Worlds II,75,,14,2,0
3886,PC,third-person,Rogue Company,75,,14,2,0
3887,PlayStation 4,third-person,Last Day of June,75,,15,2,0
3889,PC,third-person,Transformers: War for Cybertron,75,,14,2,0
3890,PC,third-person,Downfall,75,,14,2,0
3891,PC,third-person,Heavy Rain,75,,14,2,0
3892,PC,third-person,Spider-Man: The Movie,75,,14,2,0
3893,PC,third-person,Iron Brigade,75,,14,2,0
3894,PlayStation 4,third-person,Concrete Genie,75,,15,2,0
3895,PC,third-person,Uplink: Hacker Elite,75,,14,2,0
3898,PC,third-person,Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,75,,14,2,0
3899,Xbox 360,third-person,Gears of War 3: Fenix Rising Map Pack,75,,5,2,0
3900,PC,third-person,Still Life,75,,14,2,0
3901,PC,third-person,Ode,75,,14,2,0
3902,PlayStation 3,third-person,Dead Nation: Road of Devastation,75,,1,2,0
3903,Wii,third-person,Spider-Man: Shattered Dimensions,75,,0,2,0
3905,PC,third-person,Back to the Future: The Game - Episode I: It's About Time,74,,14,2,0
3906,PlayStation 4,third-person,Dead Nation: Apocalypse Edition,74,,15,2,0
3907,PC,third-person,Back to the Future: The Game - Episode II: Get Tannen!,74,,14,2,0
3909,PC,third-person,War World: Tactical Combat,74,,14,2,0
3910,Xbox 360,third-person,Sam & Max: Save the World,74,,5,2,0
3911,PC,third-person,Shadowgrounds,74,,14,2,0
3912,PlayStation 3,third-person,Spider-Man: Shattered Dimensions,74,,1,2,0
3913,PlayStation 3,third-person,Army of Two,74,,1,2,0
3914,PC,third-person,Hitman: Contracts,74,,14,2,0
3915,PlayStation 4,third-person,Sniper Elite III: Ultimate Edition,74,,15,2,0
3916,PC,third-person,Runaway: A Road Adventure,74,,14,2,0
3917,PC,third-person,"Guns, Gore & Cannoli",74,,14,2,0
3918,Xbox 360,third-person,Binary Domain,74,,5,2,0
3919,Xbox One,third-person,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,74,,12,2,0
3920,PC,third-person,"Warhammer 40,000: Space Marine",74,,14,2,0
3921,PC,third-person,Fur Fighters,74,,14,2,0
3923,Wii,third-person,Sam & Max: Season One,74,,0,2,0
3924,Xbox One,third-person,Shadow Complex Remastered,74,,12,2,0
3925,PlayStation 3,third-person,Army of Two: The 40th Day,74,,1,2,0
3927,PC,third-person,"Sam & Max Episode 103: The Mole, the Mob and the Meatball",74,,14,2,0
3930,PlayStation 4,third-person,Tom Clancy's The Division 2: Warlords of New York,74,,15,2,0
3932,PC,third-person,11-11: Memories Retold,73,,14,2,0
3933,Xbox 360,third-person,Army of Two: The 40th Day,73,,5,2,0
3937,PC,third-person,MDK2 HD,73,,14,2,0
3939,Switch,third-person,Sniper Elite III: Ultimate Edition,73,,19,2,0
3941,PlayStation 4,third-person,Project Nimbus: Code Mirai,73,,15,2,0
3944,Xbox One,third-person,State of Mind,73,,12,2,0
3947,PC,third-person,AGON: The Mysterious Codex,73,,14,2,0
3952,Xbox One,third-person,The Walking Dead: Michonne - Episode 3: What We Deserve,73,,12,2,0
3953,Xbox One,third-person,Sniper Elite V2 Remastered,73,,12,2,0
3954,PlayStation 4,third-person,Strange Brigade,73,,15,2,0
3955,PC,third-person,Secrets of the Ark: A Broken Sword Game,73,,14,2,0
3956,Xbox 360,third-person,Hybrid,73,,5,2,0
3959,PC,third-person,Gears of War: Ultimate Edition for Windows 10,73,,14,2,0
3961,PlayStation 3,third-person,Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,73,,1,2,0
3964,Xbox One,third-person,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,73,,12,2,0
3965,Xbox 360,third-person,Star Wars: The Force Unleashed,73,,5,2,0
3966,PC,third-person,Wattam,73,,14,2,0
3967,PC,third-person,Broken Age: Act 2,73,,14,2,0
3969,Xbox One,third-person,Red Faction: Guerrilla Re-Mars-tered,73,,12,2,0
3972,PC,third-person,Dreamfall Chapters Book One: Reborn,72,,14,2,0
3974,PlayStation 4,third-person,Beyond: Two Souls,72,,15,2,0
3975,PlayStation Vita,third-person,Earth Defense Force 2: Invaders From Planet Space,72,,11,2,0
3976,PC,third-person,Loadout,72,,14,2,0
3977,Switch,third-person,Red Faction: Guerrilla Re-Mars-tered,72,,19,2,0
3979,Wii,third-person,Disney's Chicken Little: Ace in Action,72,,0,2,0
3980,PlayStation 3,third-person,Dark Sector,72,,1,2,0
3981,Wii,third-person,Endless Ocean,72,,0,2,0
3982,PlayStation 4,third-person,Matterfall,72,,15,2,0
3983,Xbox One,third-person,Sea of Solitude,72,,12,2,0
3984,PlayStation 3,third-person,The Club,72,,1,2,0
3985,PC,third-person,Total Overdose: A Gunslinger's Tale in Mexico,72,,14,2,0
3989,Xbox One,third-person,Sword Art Online: Fatal Bullet,72,,12,2,0
3991,PlayStation 4,third-person,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,72,,15,2,0
3992,PlayStation 4,third-person,Spellbreak,72,,15,2,0
3994,PlayStation 3,third-person,Binary Domain,72,,1,2,0
3995,PlayStation 3,third-person,50 Cent: Blood on the Sand,72,,1,2,0
3996,PlayStation 4,third-person,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',72,,15,2,0
3997,PC,third-person,The Sum of All Fears,72,,14,2,0
3999,PC,third-person,Burn Zombie Burn,72,,14,2,0
4000,PC,third-person,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,72,,14,2,0
4001,PlayStation 4,third-person,Earth Defense Force 5,72,,15,2,0
4002,PC,third-person,Zombie Army Trilogy,72,,14,2,0
4003,Xbox 360,third-person,Call of Duty Classic,72,,5,2,0
4004,Xbox 360,third-person,Army of Two,72,,5,2,0
4005,PlayStation 3,third-person,Heavy Rain: Move Edition,72,,1,2,0
4006,PlayStation 4,third-person,Wattam,72,,15,2,0
4007,PC,third-person,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,72,,14,2,0
4008,Xbox 360,third-person,Dark Sector,72,,5,2,0
4009,Xbox 360,third-person,Red Faction: Armageddon,71,,5,2,0
4010,PC,third-person,Back to the Future: The Game - Episode III: Citizen Brown,71,,14,2,0
4011,Wii,third-person,Star Wars: The Force Unleashed,71,,0,2,0
4013,PC,third-person,Echo: Secrets of the Lost Cavern,71,,14,2,0
4015,PC,third-person,Shadow of Destiny,71,,14,2,0
4016,PC,third-person,Bionic Dues,71,,14,2,0
4020,Xbox 360,third-person,Aces of the Galaxy,71,,5,2,0
4022,PC,third-person,Dreamfall Chapters Book Two: Rebels,71,,14,2,0
4023,PlayStation 3,third-person,Bionic Commando,71,,1,2,0
4024,PlayStation 3,third-person,Red Faction: Armageddon,71,,1,2,0
4025,PC,third-person,Retro City Rampage,71,,14,2,0
4027,PC,third-person,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,71,,14,2,0
4029,PC,third-person,Tom Clancy's Ghost Recon: Future Soldier,71,,14,2,0
4030,PlayStation Vita,third-person,Unit 13,71,,11,2,0
4031,Xbox 360,third-person,Retro City Rampage,71,,5,2,0
4032,Xbox 360,third-person,50 Cent: Blood on the Sand,71,,5,2,0
4033,PC,third-person,Emerald City Confidential,71,,14,2,0
4034,Switch,third-person,Spellbreak,71,,19,2,0
4035,PC,third-person,Dreamfall Chapters,71,,14,2,0
4038,Wii,third-person,Sniper Elite,71,,0,2,0
4040,PlayStation 3,third-person,Retro City Rampage,71,,1,2,0
4041,PC,third-person,Black Mirror II: Reigning Evil,71,,14,2,0
4042,Xbox One,third-person,Etherborn,71,,12,2,0
4045,PC,third-person,Sniper Elite III,71,,14,2,0
4046,PC,third-person,Back to the Future: The Game - Episode IV: Double Visions,71,,14,2,0
4047,3DS,third-person,Detective Pikachu,71,,9,2,0
4048,PC,third-person,The Walking Dead: Michonne - Episode 3: What We Deserve,71,,14,2,0
4049,PlayStation 3,third-person,Star Wars: The Force Unleashed,71,,1,2,0
4050,Xbox 360,third-person,Bionic Commando,70,,5,2,0
4052,Xbox 360,third-person,Crackdown 2,70,,5,2,0
4054,Xbox One,third-person,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,70,,12,2,0
4055,PC,third-person,H1Z1,70,,14,2,0
4056,PC,third-person,Lead and Gold: Gangs of the Wild West,70,,14,2,0
4057,Xbox 360,third-person,The Outfit,70,,5,2,0
4058,PlayStation 4,third-person,Senran Kagura: Peach Beach Splash,70,,15,2,0
4059,PlayStation 4,third-person,The Walking Dead: Michonne - Episode 1: In Too Deep,70,,15,2,0
4060,PlayStation 3,third-person,"Warhammer 40,000: Space Marine",70,,1,2,0
4061,Switch,third-person,Zombie Army Trilogy,70,,19,2,0
4062,PC,third-person,Overclocked: A History of Violence,70,,14,2,0
4065,Wii,third-person,Jett Rocket,70,,0,2,0
4066,Wii,third-person,Rogue Trooper: Quartz Zone Massacre,70,,0,2,0
4069,Xbox One,third-person,We Were Here Together,70,,12,2,0
4071,PlayStation 3,third-person,Sniper Elite V2,70,,1,2,0
4074,PlayStation 3,third-person,Beyond: Two Souls,70,,1,2,0
4075,PC,third-person,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,70,,14,2,0
4076,PlayStation 4,third-person,Red Faction: Guerrilla Re-Mars-tered,70,,15,2,0
4077,PC,third-person,Lost Planet: Extreme Condition Colonies Edition,70,,14,2,0
4078,PlayStation 3,third-person,Wet,70,,1,2,0
4079,PlayStation 4,third-person,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,70,,15,2,0
4080,Xbox 360,third-person,L.A. Noire: Nicholson Electroplating Disaster,70,,5,2,0
4081,PC,third-person,Tom Clancy's Ghost Recon Phantoms,70,,14,2,0
4083,Wii,third-person,The Dog Island,70,,0,2,0
4084,PC,third-person,The Bard's Tale,70,,14,2,0
4085,PlayStation 3,third-person,Two Worlds II,70,,1,2,0
4086,PlayStation 4,third-person,Giraffe and Annika,70,,15,2,0
4087,Xbox One,third-person,Raji: An Ancient Epic,70,,12,2,0
4089,PC,third-person,Rogue Trooper,69,,14,2,0
4090,Xbox One,third-person,Fortified,69,,12,2,0
4091,PC,third-person,Kaptain Brawe: A Brawe New World,69,,14,2,0
4093,PC,third-person,The Walking Dead: Michonne - Episode 1: In Too Deep,69,,14,2,0
4094,Switch,third-person,Agatha Christie's The ABC Murders,69,,19,2,0
4095,Xbox 360,third-person,Earth Defense Force 2017,69,,5,2,0
4096,Xbox One,third-person,"Guns, Gore & Cannoli",69,,12,2,0
4097,Xbox One,third-person,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',69,,12,2,0
4098,Xbox 360,third-person,Wet,69,,5,2,0
4100,PlayStation 4,third-person,Octodad: Dadliest Catch,69,,15,2,0
4101,Wii U,third-person,Star Fox Zero,69,,6,2,0
4102,PlayStation 3,third-person,BloodRayne: Betrayal,69,,1,2,0
4104,PC,third-person,Bionic Commando,69,,14,2,0
4105,Xbox One,third-person,Tom Clancy's The Division - Underground,69,,12,2,0
4106,Switch,third-person,Raji: An Ancient Epic,69,,19,2,0
4107,PlayStation 3,third-person,Alien Breed 2: Assault,69,,1,2,0
4108,PlayStation 3,third-person,Earth Defense Force 2025,69,,1,2,0
4109,PC,third-person,Warframe,69,,14,2,0
4110,PC,third-person,Broken Sword: The Smoking Mirror,69,,14,2,0
4112,PlayStation 3,third-person,The Bureau: XCOM Declassified,69,,1,2,0
4113,PC,third-person,World of Warplanes,69,,14,2,0
4114,Xbox 360,third-person,Plants vs Zombies: Garden Warfare,69,,5,2,0
4115,PC,third-person,Etherborn,69,,14,2,0
4116,PC,third-person,Octodad: Dadliest Catch,69,,14,2,0
4117,PlayStation 4,third-person,Earth Defense Force: Iron Rain,69,,15,2,0
4118,PC,third-person,State of Mind,69,,14,2,0
4119,PlayStation 4,third-person,Sea of Solitude,69,,15,2,0
4120,PlayStation 4,third-person,Erica,69,,15,2,0
4121,PC,third-person,Earth Defense Force: Insect Armageddon,69,,14,2,0
4122,PC,third-person,Tony Tough and the Night of Roasted Moths,68,,14,2,0
4123,PC,third-person,Spider-Man: Shattered Dimensions,68,,14,2,0
4124,PC,third-person,Nikopol: Secrets of the Immortals,68,,14,2,0
4125,Switch,third-person,Syberia 2,68,,19,2,0
4126,Xbox 360,third-person,Earth Defense Force 2025,68,,5,2,0
4128,PC,third-person,Keepsake,68,,14,2,0
4129,PC,third-person,Sinking Island,68,,14,2,0
4130,Switch,third-person,Project Nimbus: Complete Edition,68,,19,2,0
4131,PC,third-person,Strange Brigade,68,,14,2,0
4132,PC,third-person,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',68,,14,2,0
4133,Xbox 360,third-person,Lost Planet 2,68,,5,2,0
4134,PlayStation Vita,third-person,Earth Defense Force 2017 Portable,68,,11,2,0
4135,PlayStation 3,third-person,Lost Planet 2,68,,1,2,0
4137,PC,third-person,Bone: Out From Boneville,68,,14,2,0
4138,PC,third-person,Binary Domain,68,,14,2,0
4140,Switch,third-person,World of Tanks Blitz,68,,19,2,0
4141,Xbox 360,third-person,Alien Breed 3: Descent,68,,5,2,0
4142,PlayStation 3,third-person,Lead and Gold: Gangs of the Wild West,68,,1,2,0
4143,Xbox 360,third-person,Serious Sam Double D XXL,68,,5,2,0
4144,Xbox 360,third-person,BloodRayne: Betrayal,68,,5,2,0
4145,PlayStation 4,third-person,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,68,,15,2,0
4146,Xbox 360,third-person,The Bureau: XCOM Declassified,68,,5,2,0
4147,Xbox 360,third-person,Earth Defense Force: Insect Armageddon,68,,5,2,0
4148,PlayStation Vita,third-person,Dead Nation,68,,11,2,0
4151,PC,third-person,Agatha Christie: And Then There Were None,68,,14,2,0
4154,PlayStation 3,third-person,Lost Planet: Extreme Condition,67,,1,2,0
4155,PlayStation 3,third-person,L.A. Noire: Reefer Madness,67,,1,2,0
4157,PlayStation 4,third-person,Spirit of the North,67,,15,2,0
4159,Xbox 360,third-person,Sniper Elite V2,67,,5,2,0
4161,PC,third-person,Another Sight,67,,14,2,0
4162,PlayStation 3,third-person,SOCOM 4: U.S. Navy SEALs,67,,1,2,0
4163,PC,third-person,The Punisher,67,,14,2,0
4164,Xbox 360,third-person,Alien Breed 2: Assault,67,,5,2,0
4165,PlayStation 4,third-person,Sniper Elite III,67,,15,2,0
4166,Xbox One,third-person,Marvel's Guardians of the Galaxy: The Telltale Series,67,,12,2,0
4167,PC,third-person,Raji: An Ancient Epic,67,,14,2,0
4168,PC,third-person,The Club,67,,14,2,0
4169,Xbox 360,third-person,"Warhammer 40,000: Kill Team",67,,5,2,0
4171,PC,third-person,The Walking Dead: Michonne - A Telltale Miniseries,67,,14,2,0
4172,PlayStation 4,third-person,Dreamfall Chapters,67,,15,2,0
4173,PC,third-person,Giraffe and Annika,67,,14,2,0
4174,PC,third-person,Kane & Lynch: Dead Men,67,,14,2,0
4175,PlayStation 4,third-person,State of Mind,67,,15,2,0
4176,PC,third-person,Dead to Rights,67,,14,2,0
4177,PC,third-person,BloodRayne 2,67,,14,2,0
4178,PC,third-person,Red Faction: Guerrilla Re-Mars-tered,67,,14,2,0
4179,PlayStation 3,third-person,The Godfather II,67,,1,2,0
4180,Xbox 360,third-person,Two Worlds II,67,,5,2,0
4181,PC,third-person,D4: Dark Dreams Don't Die,67,,14,2,0
4182,PlayStation 4,third-person,Agatha Christie's The ABC Murders,67,,15,2,0
4183,PC,third-person,Runaway: The Dream of the Turtle,67,,14,2,0
4184,Xbox One,third-person,The First Tree: Console Edition,67,,12,2,0
4187,PlayStation 3,third-person,Back to the Future: The Game,66,,1,2,0
4188,PC,third-person,Culpa Innata,66,,14,2,0
4189,Xbox 360,third-person,Red Faction: Guerrilla - Demons of the Badlands,66,,5,2,0
4190,Wii,third-person,Back to the Future: The Game,66,,0,2,0
4191,PC,third-person,Lost Planet: Extreme Condition,66,,14,2,0
4192,PC,third-person,The Walking Dead: Michonne - Episode 2: Give No Shelter,66,,14,2,0
4193,PlayStation 4,third-person,H1Z1: Battle Royale,66,,15,2,0
4194,PC,third-person,The Bureau: XCOM Declassified,66,,14,2,0
4197,Xbox 360,third-person,L.A. Noire: Reefer Madness,66,,5,2,0
4198,PC,third-person,Agatha Christie: Evil Under the Sun,66,,14,2,0
4199,PlayStation 3,third-person,Dead Space 3: Awakened,66,,1,2,0
4200,PC,third-person,Dark Sector,66,,14,2,0
4202,PC,third-person,Serious Sam Double D,66,,14,2,0
4203,Switch,third-person,The Stillness of the Wind,66,,19,2,0
4204,PC,third-person,kill.switch,66,,14,2,0
4206,Xbox One,third-person,Bleeding Edge,66,,12,2,0
4207,PC,third-person,Sniper Elite V2,66,,14,2,0
4208,PC,third-person,Drunken Robot Pornography,66,,14,2,0
4209,Xbox One,third-person,Agatha Christie's The ABC Murders,66,,12,2,0
4210,PC,third-person,Kane & Lynch 2: Dog Days,66,,14,2,0
4212,PC,third-person,Fortified,66,,14,2,0
4213,Xbox One,third-person,Adventure Time: Finn and Jake Investigations,66,,12,2,0
4216,PC,third-person,Barrow Hill: Curse of the Ancient Circle,65,,14,2,0
4217,PC,third-person,X-COM: Enforcer,65,,14,2,0
4219,PlayStation 4,third-person,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,65,,15,2,0
4220,Xbox One,third-person,Sunset Overdrive and the Mystery of the Mooil Rig!,65,,12,2,0
4221,PC,third-person,Two Worlds,65,,14,2,0
4223,PC,third-person,Journey to the Center of the Earth,65,,14,2,0
4226,PlayStation 3,third-person,"Warhammer 40,000: Kill Team",65,,1,2,0
4227,Xbox 360,third-person,The Godfather II,65,,5,2,0
4228,Switch,third-person,Octodad: Dadliest Catch,65,,19,2,0
4229,PlayStation 4,third-person,Sniper Elite V2 Remastered,65,,15,2,0
4230,Xbox One,third-person,Weakless,65,,12,2,0
4231,Xbox 360,third-person,Kane & Lynch: Dead Men,65,,5,2,0
4232,PC,third-person,BloodRayne,65,,14,2,0
4234,PlayStation 3,third-person,Dead Space 2: Severed,65,,1,2,0
4235,PlayStation 3,third-person,James Bond 007: Blood Stone,65,,1,2,0
4236,Wii,third-person,Zombie Panic in Wonderland,65,,0,2,0
4237,PC,third-person,Daemonica,65,,14,2,0
4238,PC,third-person,Conflict: Desert Storm II - Back to Baghdad,65,,14,2,0
4239,3DS,third-person,Resident Evil: The Mercenaries 3D,65,,9,2,0
4241,Xbox One,third-person,The Walking Dead: Michonne - Episode 1: In Too Deep,65,,12,2,0
4242,Wii,third-person,Secret Files: Tunguska,65,,0,2,0
4245,PC,third-person,Earth Defense Force: Iron Rain,65,,14,2,0
4249,Wii,third-person,Sam & Max: Beyond Time and Space,64,,0,2,0
4250,PC,third-person,Defiance,64,,14,2,0
4251,PlayStation 4,third-person,The Walking Dead: Michonne - A Telltale Miniseries,64,,15,2,0
4253,PlayStation 4,third-person,Sword Art Online: Fatal Bullet,64,,15,2,0
4254,PlayStation 4,third-person,Earth Defense Force 4.1: The Shadow of New Despair,64,,15,2,0
4256,PlayStation 3,third-person,Kane & Lynch: Dead Men,64,,1,2,0
4257,PC,third-person,Larva Mortus,64,,14,2,0
4258,PlayStation 4,third-person,Tom Clancy's The Division - Underground,64,,15,2,0
4259,PlayStation 3,third-person,Alien Breed 3: Descent,64,,1,2,0
4260,PC,third-person,Prisoner of War,64,,14,2,0
4261,PC,third-person,I Was an Atomic Mutant!,64,,14,2,0
4263,PC,third-person,Alien Breed 3: Descent,64,,14,2,0
4265,Switch,third-person,RiME,64,,19,2,0
4266,PlayStation 4,third-person,Warframe,64,,15,2,0
4267,PC,third-person,Sea of Solitude,64,,14,2,0
4269,PlayStation 3,third-person,Earth Defense Force: Insect Armageddon,63,,1,2,0
4270,PC,third-person,The Immortals of Terra: A Perry Rhodan Adventure,63,,14,2,0
4271,Xbox One,third-person,Sniper Elite III,63,,12,2,0
4273,PC,third-person,The Godfather II,63,,14,2,0
4274,PC,third-person,Alien Breed 2: Assault,63,,14,2,0
4275,PC,third-person,A Quiet Weekend in Capri,63,,14,2,0
4276,PC,third-person,Special Forces: Nemesis Strike,63,,14,2,0
4279,PC,third-person,Lost Planet 2,63,,14,2,0
4280,PlayStation 4,third-person,#KILLALLZOMBIES,63,,15,2,0
4281,PlayStation 3,third-person,SOCOM: U.S. Navy SEALs Confrontation,63,,1,2,0
4282,Switch,third-person,State of Mind,63,,19,2,0
4283,PC,third-person,James Bond 007: Blood Stone,63,,14,2,0
4284,PC,third-person,Front Mission Evolved,63,,14,2,0
